"het_survey_measures_dl_late.tex","15a_survey_measure_tables.R","tex","tables"
"het_survey_measures_dl_late.csv","15a_survey_measure_tables.R","csv","proc"
"het_survey_measures_antrem_late.tex","15a_survey_measure_tables.R","tex","tables"
"het_survey_measures_antrem_late.csv","15a_survey_measure_tables.R","csv","proc"
"het_survey_measures_unantrem_late.tex","15a_survey_measure_tables.R","tex","tables"
"het_survey_measures_unantrem_late.csv","15a_survey_measure_tables.R","csv","proc"
"het_survey_measures_dl_late.tex","15a_survey_measure_tables.R","tex","tables"
"het_survey_measures_dl_late.csv","15a_survey_measure_tables.R","csv","proc"
"het_survey_measures_antrem_late.tex","15a_survey_measure_tables.R","tex","tables"
"het_survey_measures_antrem_late.csv","15a_survey_measure_tables.R","csv","proc"
"het_survey_measures_unantrem_late.tex","15a_survey_measure_tables.R","tex","tables"
"het_survey_measures_unantrem_late.csv","15a_survey_measure_tables.R","csv","proc"
"het_survey_measures_dl_late.tex","15a_survey_measure_tables.R","tex","tables"
"het_survey_measures_dl_late.csv","15a_survey_measure_tables.R","csv","proc"
"het_survey_measures_antrem_late.tex","15a_survey_measure_tables.R","tex","tables"
"het_survey_measures_antrem_late.csv","15a_survey_measure_tables.R","csv","proc"
"het_survey_measures_antrem_late_romano.eps","15c_survey_measures_figures.R","eps","figures"
"het_survey_measures_antrem_late_romano.eps","15c_survey_measures_figures.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_unantrem.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_rem.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_rem_openemail.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_rem_long.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_rem.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_rem_openemail.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_rem_long.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_dltreat_rem.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_fsize_rem.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_expgain_rem.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_nodl_rem_long.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_dl.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_dl_openemail.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_dl_long.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_dl.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_dl_openemail.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_dl_long.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_fsize_dl.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_fsize_dl_long.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_expgain_dl.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_antrem.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_antrem_openemail.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_antrem_long.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_antrem.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_antrem_openemail.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_antrem_long.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_dltreat_antrem.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_fsize_antrem.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_expgain_antrem.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_nodl_antrem_long.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_fee.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_fee_openemail.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_fee_long.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_nodl_fee_long.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_unantrem.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_rem.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_rem_openemail.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_rem_long.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_rem.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_rem_openemail.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_rem_long.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_dltreat_rem.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_fsize_rem.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_expgain_rem.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_nodl_rem_long.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_dl.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_dl_openemail.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_dl_long.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_dl.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_dl_openemail.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_dl_long.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_fsize_dl.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_fsize_dl_long.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_expgain_dl.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_antrem.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_antrem_openemail.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_pooled_antrem_long.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_antrem.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_antrem_openemail.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_feetype_antrem_long.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_dltreat_antrem.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_fsize_antrem.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_expgain_antrem.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_nodl_antrem_long.eps","24a_prepsalestrends.R","eps","figures"
"panel_cum_accepted_offer_line_dltreat_antrem_norem.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_beta_pooled_rem.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_beta_pooled_rem_openemail.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_beta_pooled_antrem.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_beta_pooled_antrem_openemail.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_beta_pooled_dl.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_beta_pooled_dl_openemail.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_beta_pooled_fee.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_beta_pooled_fee_openemail.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_beta_pooled_unantrem.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_beta_pooled_rem.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_beta_pooled_rem_openemail.eps","22c_admin_graphs_output.R","eps","figures"
"panel_cum_accepted_offer_beta_pooled_antrem.eps","22c_admin_graphs_output.R","eps","figures"
