"postXtreated","postXadopted","postXadoptedXfee_2.75","postXtreatedXfee_2.75","organization_uuid","timestamp_month","log_valid_volume","log_valid_volume_w5","log_nr_payments","log_nr_payments_w5","make_sale","treated","adopted","fee_2.75","treatedXfee_2.75","adoptedXfee_2.75","start_date"
0,0,0,0,"09f7c006-827e-11ea-a1f0-4b28bf935749",2020-09-01,7.63433723562832,7.63433723562832,2.07944154167984,2.07944154167984,1,1,0,1,1,0,2020-04-01
1,0,0,1,"09f7c006-827e-11ea-a1f0-4b28bf935749",2020-10-01,8.81818627792769,8.81818627792769,3.09104245335832,3.09104245335832,1,1,0,1,1,0,2020-04-01
1,0,0,1,"09f7c006-827e-11ea-a1f0-4b28bf935749",2020-11-01,8.31556648356428,8.31556648356428,2.70805020110221,2.70805020110221,1,1,0,1,1,0,2020-04-01
1,0,0,1,"09f7c006-827e-11ea-a1f0-4b28bf935749",2020-12-01,8.33758794211651,8.33758794211651,2.70805020110221,2.70805020110221,1,1,0,1,1,0,2020-04-01
1,0,0,1,"09f7c006-827e-11ea-a1f0-4b28bf935749",2021-01-01,7.23309434261102,7.23309434261102,1.79175946922805,1.79175946922805,1,1,0,1,1,0,2020-04-01
1,0,0,1,"09f7c006-827e-11ea-a1f0-4b28bf935749",2021-02-01,0,0,0,0,0,1,0,1,1,0,2020-04-01
1,0,0,1,"09f7c006-827e-11ea-a1f0-4b28bf935749",2021-03-01,0,0,0,0,0,1,0,1,1,0,2020-04-01
0,0,0,0,"0a3b8b22-a157-11ea-b836-4ecae0db4fe9",2020-05-01,6.19644412779452,6.19644412779452,1.79175946922805,1.79175946922805,1,1,0,0,0,0,2020-05-01
0,0,0,0,"0a3b8b22-a157-11ea-b836-4ecae0db4fe9",2020-06-01,8.62263370387423,8.62263370387423,3.85014760171006,3.85014760171006,1,1,0,0,0,0,2020-05-01
0,0,0,0,"0a3b8b22-a157-11ea-b836-4ecae0db4fe9",2020-07-01,8.69533937679971,8.69533937679971,3.89182029811063,3.89182029811063,1,1,0,0,0,0,2020-05-01
0,0,0,0,"0a3b8b22-a157-11ea-b836-4ecae0db4fe9",2020-08-01,8.7268056084461,8.7268056084461,3.87120101090789,3.87120101090789,1,1,0,0,0,0,2020-05-01
0,0,0,0,"0a3b8b22-a157-11ea-b836-4ecae0db4fe9",2020-09-01,7.73892375743946,7.73892375743946,2.56494935746154,2.56494935746154,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0a3b8b22-a157-11ea-b836-4ecae0db4fe9",2020-10-01,6.67329796776765,6.67329796776765,1.79175946922805,1.79175946922805,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0a3b8b22-a157-11ea-b836-4ecae0db4fe9",2020-11-01,6.83625927727707,6.83625927727707,2.07944154167984,2.07944154167984,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0a3b8b22-a157-11ea-b836-4ecae0db4fe9",2020-12-01,7.5234813125735,7.5234813125735,2.70805020110221,2.70805020110221,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0a3b8b22-a157-11ea-b836-4ecae0db4fe9",2021-01-01,7.8808043446749,7.8808043446749,3.13549421592915,3.13549421592915,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0a3b8b22-a157-11ea-b836-4ecae0db4fe9",2021-02-01,4.87519732320115,4.87519732320115,1.09861228866811,1.09861228866811,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0a3b8b22-a157-11ea-b836-4ecae0db4fe9",2021-03-01,0,0,0,0,0,1,0,0,0,0,2020-05-01
0,0,0,0,"0a3cb316-9b81-11ea-a369-04384d59c049",2020-05-01,7.66270286044753,7.66270286044753,2.56494935746154,2.56494935746154,1,1,0,0,0,0,2020-05-01
0,0,0,0,"0a3cb316-9b81-11ea-a369-04384d59c049",2020-06-01,8.05816906621351,8.05816906621351,3.17805383034795,3.17805383034795,1,1,0,0,0,0,2020-05-01
0,0,0,0,"0a3cb316-9b81-11ea-a369-04384d59c049",2020-07-01,8.04910772132641,8.04910772132641,3.3322045101752,3.3322045101752,1,1,0,0,0,0,2020-05-01
0,0,0,0,"0a3cb316-9b81-11ea-a369-04384d59c049",2020-08-01,7.89133075766189,7.89133075766189,3.40119738166216,3.40119738166216,1,1,0,0,0,0,2020-05-01
0,0,0,0,"0a3cb316-9b81-11ea-a369-04384d59c049",2020-09-01,7.33106030521863,7.33106030521863,2.89037175789616,2.89037175789616,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0a3cb316-9b81-11ea-a369-04384d59c049",2020-10-01,8.58204416373585,8.58204416373585,4.15888308335967,4.15888308335967,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0a3cb316-9b81-11ea-a369-04384d59c049",2020-11-01,6.84268328223842,6.84268328223842,2.56494935746154,2.56494935746154,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0a3cb316-9b81-11ea-a369-04384d59c049",2020-12-01,0,0,0,0,0,1,0,0,0,0,2020-05-01
1,0,0,0,"0a3cb316-9b81-11ea-a369-04384d59c049",2021-01-01,0,0,0,0,0,1,0,0,0,0,2020-05-01
1,0,0,0,"0a3cb316-9b81-11ea-a369-04384d59c049",2021-02-01,0,0,0,0,0,1,0,0,0,0,2020-05-01
1,0,0,0,"0a3cb316-9b81-11ea-a369-04384d59c049",2021-03-01,0,0,0,0,0,1,0,0,0,0,2020-05-01
0,0,0,0,"0a422c78-964b-11ea-8f48-63ebd0ea4a45",2020-05-01,8.37138098303835,8.37138098303835,3.52636052461616,3.52636052461616,1,1,0,0,0,0,2020-05-01
0,0,0,0,"0a422c78-964b-11ea-8f48-63ebd0ea4a45",2020-06-01,9.06966581329341,9.06966581329341,4.14313472639153,4.14313472639153,1,1,0,0,0,0,2020-05-01
0,0,0,0,"0a422c78-964b-11ea-8f48-63ebd0ea4a45",2020-07-01,8.88841186079581,8.88841186079581,3.49650756146648,3.49650756146648,1,1,0,0,0,0,2020-05-01
0,0,0,0,"0a422c78-964b-11ea-8f48-63ebd0ea4a45",2020-08-01,8.97020960138262,8.97020960138262,3.78418963391826,3.78418963391826,1,1,0,0,0,0,2020-05-01
0,0,0,0,"0a422c78-964b-11ea-8f48-63ebd0ea4a45",2020-09-01,8.67718392772518,8.67718392772518,3.46573590279973,3.46573590279973,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0a422c78-964b-11ea-8f48-63ebd0ea4a45",2020-10-01,8.90157084719392,8.90157084719392,3.52636052461616,3.52636052461616,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0a422c78-964b-11ea-8f48-63ebd0ea4a45",2020-11-01,8.73825457652612,8.73825457652612,3.29583686600433,3.29583686600433,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0a422c78-964b-11ea-8f48-63ebd0ea4a45",2020-12-01,8.21066803116298,8.21066803116298,2.99573227355399,2.99573227355399,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0a422c78-964b-11ea-8f48-63ebd0ea4a45",2021-01-01,8.66207245273432,8.66207245273432,3.40119738166216,3.40119738166216,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0a422c78-964b-11ea-8f48-63ebd0ea4a45",2021-02-01,8.49719454490955,8.49719454490955,3.2188758248682,3.2188758248682,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0a422c78-964b-11ea-8f48-63ebd0ea4a45",2021-03-01,8.64760723013817,8.64760723013817,3.46573590279973,3.46573590279973,1,1,0,0,0,0,2020-05-01
0,0,0,0,"0a6b3126-b582-11ea-8c78-645a4f8cce02",2020-06-01,7.87359778968554,7.87359778968554,1.09861228866811,1.09861228866811,1,1,0,0,0,0,2020-06-01
0,0,0,0,"0a6b3126-b582-11ea-8c78-645a4f8cce02",2020-07-01,10.892601145448,10.892601145448,3.73766961828337,3.73766961828337,1,1,0,0,0,0,2020-06-01
0,0,0,0,"0a6b3126-b582-11ea-8c78-645a4f8cce02",2020-08-01,10.7965813028061,10.7965813028061,3.66356164612965,3.66356164612965,1,1,0,0,0,0,2020-06-01
0,0,0,0,"0a6b3126-b582-11ea-8c78-645a4f8cce02",2020-09-01,11.0013428881209,10.9506484641468,3.71357206670431,3.71357206670431,1,1,0,0,0,0,2020-06-01
1,0,0,0,"0a6b3126-b582-11ea-8c78-645a4f8cce02",2020-10-01,11.0927491761264,11.0927491761264,3.76120011569356,3.76120011569356,1,1,0,0,0,0,2020-06-01
1,0,0,0,"0a6b3126-b582-11ea-8c78-645a4f8cce02",2020-11-01,9.10620133223504,9.10620133223504,2.19722457733622,2.19722457733622,1,1,0,0,0,0,2020-06-01
1,0,0,0,"0a6b3126-b582-11ea-8c78-645a4f8cce02",2020-12-01,0,0,0,0,0,1,0,0,0,0,2020-06-01
1,0,0,0,"0a6b3126-b582-11ea-8c78-645a4f8cce02",2021-01-01,0,0,0,0,0,1,0,0,0,0,2020-06-01
1,0,0,0,"0a6b3126-b582-11ea-8c78-645a4f8cce02",2021-02-01,0,0,0,0,0,1,0,0,0,0,2020-06-01
1,0,0,0,"0a6b3126-b582-11ea-8c78-645a4f8cce02",2021-03-01,0,0,0,0,0,1,0,0,0,0,2020-06-01
0,0,0,0,"0a8a1192-8bcd-11ea-b503-391c26f808ea",2020-05-01,9.30291955326928,9.30291955326928,2.89037175789616,2.89037175789616,1,1,1,1,1,1,2020-05-01
0,0,0,0,"0a8a1192-8bcd-11ea-b503-391c26f808ea",2020-06-01,9.12238309321704,9.12238309321704,2.63905732961526,2.63905732961526,1,1,1,1,1,1,2020-05-01
0,0,0,0,"0a8a1192-8bcd-11ea-b503-391c26f808ea",2020-07-01,10.0577096583839,10.0577096583839,3.13549421592915,3.13549421592915,1,1,1,1,1,1,2020-05-01
0,0,0,0,"0a8a1192-8bcd-11ea-b503-391c26f808ea",2020-08-01,9.34504607482847,9.34504607482847,2.63905732961526,2.63905732961526,1,1,1,1,1,1,2020-05-01
0,0,0,0,"0a8a1192-8bcd-11ea-b503-391c26f808ea",2020-09-01,9.74542924787785,9.74542924787785,2.83321334405622,2.83321334405622,1,1,1,1,1,1,2020-05-01
1,1,1,1,"0a8a1192-8bcd-11ea-b503-391c26f808ea",2020-10-01,10.074116010739,10.074116010739,3.13549421592915,3.13549421592915,1,1,1,1,1,1,2020-05-01
1,1,1,1,"0a8a1192-8bcd-11ea-b503-391c26f808ea",2020-11-01,10.3580919702046,10.3580919702046,3.46573590279973,3.46573590279973,1,1,1,1,1,1,2020-05-01
1,1,1,1,"0a8a1192-8bcd-11ea-b503-391c26f808ea",2020-12-01,10.1555683537449,10.1555683537449,3.2188758248682,3.2188758248682,1,1,1,1,1,1,2020-05-01
1,1,1,1,"0a8a1192-8bcd-11ea-b503-391c26f808ea",2021-01-01,9.96273711174009,9.96273711174009,3.09104245335832,3.09104245335832,1,1,1,1,1,1,2020-05-01
1,1,1,1,"0a8a1192-8bcd-11ea-b503-391c26f808ea",2021-02-01,10.0876407641591,10.0876407641591,3.04452243772342,3.04452243772342,1,1,1,1,1,1,2020-05-01
1,1,1,1,"0a8a1192-8bcd-11ea-b503-391c26f808ea",2021-03-01,10.0876407641591,10.0876407641591,3.36729582998647,3.36729582998647,1,1,1,1,1,1,2020-05-01
0,0,0,0,"0a9056d6-bc8f-11ea-be16-74e57fe27aca",2020-07-01,9.82005159429409,9.82005159429409,2.19722457733622,2.19722457733622,1,1,0,1,1,0,2020-07-01
0,0,0,0,"0a9056d6-bc8f-11ea-be16-74e57fe27aca",2020-08-01,9.420925394043,9.420925394043,1.79175946922805,1.79175946922805,1,1,0,1,1,0,2020-07-01
0,0,0,0,"0a9056d6-bc8f-11ea-be16-74e57fe27aca",2020-09-01,9.47470263910635,9.47470263910635,1.79175946922805,1.79175946922805,1,1,0,1,1,0,2020-07-01
1,0,0,1,"0a9056d6-bc8f-11ea-be16-74e57fe27aca",2020-10-01,8.82040406548565,8.82040406548565,1.38629436111989,1.38629436111989,1,1,0,1,1,0,2020-07-01
1,0,0,1,"0a9056d6-bc8f-11ea-be16-74e57fe27aca",2020-11-01,9.57164458429858,9.57164458429858,2.07944154167984,2.07944154167984,1,1,0,1,1,0,2020-07-01
1,0,0,1,"0a9056d6-bc8f-11ea-be16-74e57fe27aca",2020-12-01,0,0,0,0,0,1,0,1,1,0,2020-07-01
1,0,0,1,"0a9056d6-bc8f-11ea-be16-74e57fe27aca",2021-01-01,7.85883383634196,7.85883383634196,0.693147180559945,0.693147180559945,1,1,0,1,1,0,2020-07-01
1,0,0,1,"0a9056d6-bc8f-11ea-be16-74e57fe27aca",2021-02-01,7.85902697975154,7.85902697975154,0.693147180559945,0.693147180559945,1,1,0,1,1,0,2020-07-01
1,0,0,1,"0a9056d6-bc8f-11ea-be16-74e57fe27aca",2021-03-01,0,0,0,0,0,1,0,1,1,0,2020-07-01
0,0,0,0,"0a9ed196-aff8-11ea-9881-f2dccb3c575e",2020-06-01,0,0,0,0,0,1,1,1,1,1,2020-06-01
0,0,0,0,"0a9ed196-aff8-11ea-9881-f2dccb3c575e",2020-07-01,7.45327214253806,7.45327214253806,2.56494935746154,2.56494935746154,1,1,1,1,1,1,2020-06-01
0,0,0,0,"0a9ed196-aff8-11ea-9881-f2dccb3c575e",2020-08-01,8.60968121085139,8.60968121085139,3.36729582998647,3.36729582998647,1,1,1,1,1,1,2020-06-01
0,0,0,0,"0a9ed196-aff8-11ea-9881-f2dccb3c575e",2020-09-01,8.73977658587188,8.73977658587188,3.78418963391826,3.78418963391826,1,1,1,1,1,1,2020-06-01
1,1,1,1,"0a9ed196-aff8-11ea-9881-f2dccb3c575e",2020-10-01,9.04840950482996,9.04840950482996,4.17438726989564,4.17438726989564,1,1,1,1,1,1,2020-06-01
1,1,1,1,"0a9ed196-aff8-11ea-9881-f2dccb3c575e",2020-11-01,8.84570525835627,8.84570525835627,3.98898404656427,3.98898404656427,1,1,1,1,1,1,2020-06-01
1,1,1,1,"0a9ed196-aff8-11ea-9881-f2dccb3c575e",2020-12-01,9.21418297969363,9.21418297969363,3.89182029811063,3.89182029811063,1,1,1,1,1,1,2020-06-01
1,1,1,1,"0a9ed196-aff8-11ea-9881-f2dccb3c575e",2021-01-01,8.88447171813916,8.88447171813916,3.85014760171006,3.85014760171006,1,1,1,1,1,1,2020-06-01
1,1,1,1,"0a9ed196-aff8-11ea-9881-f2dccb3c575e",2021-02-01,8.57073395834427,8.57073395834427,3.76120011569356,3.76120011569356,1,1,1,1,1,1,2020-06-01
1,1,1,1,"0a9ed196-aff8-11ea-9881-f2dccb3c575e",2021-03-01,8.95953010230025,8.95953010230025,3.91202300542815,3.91202300542815,1,1,1,1,1,1,2020-06-01
0,0,0,0,"0ac7b122-a74e-11ea-a9f1-b552b34cb5c2",2020-06-01,8.65834547117212,8.65834547117212,3.04452243772342,3.04452243772342,1,1,0,1,1,0,2020-06-01
0,0,0,0,"0ac7b122-a74e-11ea-a9f1-b552b34cb5c2",2020-07-01,9.94793496727142,9.94793496727142,3.95124371858143,3.95124371858143,1,1,0,1,1,0,2020-06-01
0,0,0,0,"0ac7b122-a74e-11ea-a9f1-b552b34cb5c2",2020-08-01,9.67382278423165,9.67382278423165,3.93182563272433,3.93182563272433,1,1,0,1,1,0,2020-06-01
0,0,0,0,"0ac7b122-a74e-11ea-a9f1-b552b34cb5c2",2020-09-01,9.87898992093573,9.87898992093573,3.91202300542815,3.91202300542815,1,1,0,1,1,0,2020-06-01
1,0,0,1,"0ac7b122-a74e-11ea-a9f1-b552b34cb5c2",2020-10-01,10.0900501035873,10.0900501035873,4.11087386417331,4.11087386417331,1,1,0,1,1,0,2020-06-01
1,0,0,1,"0ac7b122-a74e-11ea-a9f1-b552b34cb5c2",2020-11-01,10.042945100762,10.042945100762,4.07753744390572,4.07753744390572,1,1,0,1,1,0,2020-06-01
1,0,0,1,"0ac7b122-a74e-11ea-a9f1-b552b34cb5c2",2020-12-01,9.96354730896379,9.96354730896379,4.06044301054642,4.06044301054642,1,1,0,1,1,0,2020-06-01
1,0,0,1,"0ac7b122-a74e-11ea-a9f1-b552b34cb5c2",2021-01-01,9.9513725452567,9.9513725452567,4.18965474202643,4.18965474202643,1,1,0,1,1,0,2020-06-01
1,0,0,1,"0ac7b122-a74e-11ea-a9f1-b552b34cb5c2",2021-02-01,9.1583099638818,9.1583099638818,2.83321334405622,2.83321334405622,1,1,0,1,1,0,2020-06-01
1,0,0,1,"0ac7b122-a74e-11ea-a9f1-b552b34cb5c2",2021-03-01,9.30711493359535,9.30711493359535,3.71357206670431,3.71357206670431,1,1,0,1,1,0,2020-06-01
0,0,0,0,"0ad28ec2-93e3-11ea-9a1d-5920d753cfd0",2020-05-01,0,0,0,0,0,0,0,0,0,0,2020-05-01
0,0,0,0,"0ad28ec2-93e3-11ea-9a1d-5920d753cfd0",2020-06-01,6.53378883793334,6.53378883793334,1.6094379124341,1.6094379124341,1,0,0,0,0,0,2020-05-01
0,0,0,0,"0ad28ec2-93e3-11ea-9a1d-5920d753cfd0",2020-07-01,7.44775128004791,7.44775128004791,1.79175946922805,1.79175946922805,1,0,0,0,0,0,2020-05-01
0,0,0,0,"0ad28ec2-93e3-11ea-9a1d-5920d753cfd0",2020-08-01,8.23190824356418,8.23190824356418,2.39789527279837,2.39789527279837,1,0,0,0,0,0,2020-05-01
0,0,0,0,"0ad28ec2-93e3-11ea-9a1d-5920d753cfd0",2020-09-01,6.91869521902047,6.91869521902047,1.38629436111989,1.38629436111989,1,0,0,0,0,0,2020-05-01
0,0,0,0,"0ad28ec2-93e3-11ea-9a1d-5920d753cfd0",2020-10-01,7.47929963778283,7.47929963778283,1.79175946922805,1.79175946922805,1,0,0,0,0,0,2020-05-01
0,0,0,0,"0ad28ec2-93e3-11ea-9a1d-5920d753cfd0",2020-11-01,0,0,0,0,0,0,0,0,0,0,2020-05-01
0,0,0,0,"0ad28ec2-93e3-11ea-9a1d-5920d753cfd0",2020-12-01,6.12905021006055,6.12905021006055,1.09861228866811,1.09861228866811,1,0,0,0,0,0,2020-05-01
0,0,0,0,"0ad28ec2-93e3-11ea-9a1d-5920d753cfd0",2021-01-01,7.34342622914737,7.34342622914737,1.94591014905531,1.94591014905531,1,0,0,0,0,0,2020-05-01
0,0,0,0,"0ad28ec2-93e3-11ea-9a1d-5920d753cfd0",2021-02-01,7.49886973397693,7.49886973397693,1.79175946922805,1.79175946922805,1,0,0,0,0,0,2020-05-01
0,0,0,0,"0ad28ec2-93e3-11ea-9a1d-5920d753cfd0",2021-03-01,7.71423114484909,7.71423114484909,2.19722457733622,2.19722457733622,1,0,0,0,0,0,2020-05-01
0,0,0,0,"0b2a21d0-9e8f-11ea-bb8c-59c63f001461",2020-05-01,0,0,0,0,0,1,0,0,0,0,2020-05-01
0,0,0,0,"0b2a21d0-9e8f-11ea-bb8c-59c63f001461",2020-06-01,7.82644313545601,7.82644313545601,1.94591014905531,1.94591014905531,1,1,0,0,0,0,2020-05-01
0,0,0,0,"0b2a21d0-9e8f-11ea-bb8c-59c63f001461",2020-07-01,7.87131120332341,7.87131120332341,1.79175946922805,1.79175946922805,1,1,0,0,0,0,2020-05-01
0,0,0,0,"0b2a21d0-9e8f-11ea-bb8c-59c63f001461",2020-08-01,8.33471162182092,8.33471162182092,2.19722457733622,2.19722457733622,1,1,0,0,0,0,2020-05-01
0,0,0,0,"0b2a21d0-9e8f-11ea-bb8c-59c63f001461",2020-09-01,8.79724623670353,8.79724623670353,2.484906649788,2.484906649788,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0b2a21d0-9e8f-11ea-bb8c-59c63f001461",2020-10-01,8.34307787116938,8.34307787116938,2.07944154167984,2.07944154167984,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0b2a21d0-9e8f-11ea-bb8c-59c63f001461",2020-11-01,9.04381342108087,9.04381342108087,2.77258872223978,2.77258872223978,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0b2a21d0-9e8f-11ea-bb8c-59c63f001461",2020-12-01,9.78318258949248,9.78318258949248,2.99573227355399,2.99573227355399,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0b2a21d0-9e8f-11ea-bb8c-59c63f001461",2021-01-01,8.08425410630732,8.08425410630732,2.07944154167984,2.07944154167984,1,1,0,0,0,0,2020-05-01
1,0,0,0,"0b2a21d0-9e8f-11ea-bb8c-59c63f001461",2021-02-01,0,0,0,0,0,1,0,0,0,0,2020-05-01
1,0,0,0,"0b2a21d0-9e8f-11ea-bb8c-59c63f001461",2021-03-01,0,0,0,0,0,1,0,0,0,0,2020-05-01
0,0,0,0,"0b411746-caea-11ea-b15a-afb8c19c44cd",2020-07-01,9.45938556081305,9.45938556081305,3.04452243772342,3.04452243772342,1,1,0,0,0,0,2020-07-01
0,0,0,0,"0b411746-caea-11ea-b15a-afb8c19c44cd",2020-08-01,10.4620170363711,10.4620170363711,4.44265125649032,4.44265125649032,1,1,0,0,0,0,2020-07-01
0,0,0,0,"0b411746-caea-11ea-b15a-afb8c19c44cd",2020-09-01,10.2031735388646,10.2031735388646,4.17438726989564,4.17438726989564,1,1,0,0,0,0,2020-07-01
1,0,0,0,"0b411746-caea-11ea-b15a-afb8c19c44cd",2020-10-01,7.8458075026378,7.8458075026378,2.39789527279837,2.39789527279837,1,1,0,0,0,0,2020-07-01
1,0,0,0,"0b411746-caea-11ea-b15a-afb8c19c44cd",2020-11-01,7.91880694894591,7.91880694894591,2.30258509299405,2.30258509299405,1,1,0,0,0,0,2020-07-01
1,0,0,0,"0b411746-caea-11ea-b15a-afb8c19c44cd",2020-12-01,9.49159810246333,9.49159810246333,3.04452243772342,3.04452243772342,1,1,0,0,0,0,2020-07-01
1,0,0,0,"0b411746-caea-11ea-b15a-afb8c19c44cd",2021-01-01,0,0,0,0,0,1,0,0,0,0,2020-07-01
1,0,0,0,"0b411746-caea-11ea-b15a-afb8c19c44cd",2021-02-01,0,0,0,0,0,1,0,0,0,0,2020-07-01
1,0,0,0,"0b411746-caea-11ea-b15a-afb8c19c44cd",2021-03-01,0,0,0,0,0,1,0,0,0,0,2020-07-01
0,0,0,0,"0b450e5e-79b0-11ea-9198-78a85a34e17e",2020-04-01,9.10542420202662,9.10542420202662,1.79175946922805,1.79175946922805,1,1,1,0,0,0,2020-04-01
0,0,0,0,"0b450e5e-79b0-11ea-9198-78a85a34e17e",2020-05-01,9.21153965255166,9.21153965255166,1.09861228866811,1.09861228866811,1,1,1,0,0,0,2020-04-01
0,0,0,0,"0b450e5e-79b0-11ea-9198-78a85a34e17e",2020-06-01,10.3584092693569,10.3584092693569,1.6094379124341,1.6094379124341,1,1,1,0,0,0,2020-04-01
0,0,0,0,"0b450e5e-79b0-11ea-9198-78a85a34e17e",2020-07-01,10.2132123883635,10.2132123883635,1.38629436111989,1.38629436111989,1,1,1,0,0,0,2020-04-01
0,0,0,0,"0b450e5e-79b0-11ea-9198-78a85a34e17e",2020-08-01,10.065223675721,10.065223675721,1.6094379124341,1.6094379124341,1,1,1,0,0,0,2020-04-01
0,0,0,0,"0b450e5e-79b0-11ea-9198-78a85a34e17e",2020-09-01,7.55538194424027,7.55538194424027,1.09861228866811,1.09861228866811,1,1,1,0,0,0,2020-04-01
1,1,0,0,"0b450e5e-79b0-11ea-9198-78a85a34e17e",2020-10-01,0,0,0,0,0,1,1,0,0,0,2020-04-01
1,1,0,0,"0b450e5e-79b0-11ea-9198-78a85a34e17e",2020-11-01,0,0,0,0,0,1,1,0,0,0,2020-04-01
1,1,0,0,"0b450e5e-79b0-11ea-9198-78a85a34e17e",2020-12-01,0,0,0,0,0,1,1,0,0,0,2020-04-01
1,1,0,0,"0b450e5e-79b0-11ea-9198-78a85a34e17e",2021-01-01,8.5173931714189,8.5173931714189,0.693147180559945,0.693147180559945,1,1,1,0,0,0,2020-04-01
1,1,0,0,"0b450e5e-79b0-11ea-9198-78a85a34e17e",2021-02-01,9.40927319457533,9.40927319457533,0.693147180559945,0.693147180559945,1,1,1,0,0,0,2020-04-01
1,1,0,0,"0b450e5e-79b0-11ea-9198-78a85a34e17e",2021-03-01,10.4193305681139,10.4193305681139,1.6094379124341,1.6094379124341,1,1,1,0,0,0,2020-04-01
0,0,0,0,"0b49f958-b0ad-11ea-8f96-9df9244cdb7d",2020-06-01,10.7476591025323,10.7476591025323,1.6094379124341,1.6094379124341,1,0,0,0,0,0,2020-06-01
0,0,0,0,"0b49f958-b0ad-11ea-8f96-9df9244cdb7d",2020-07-01,9.30601412204446,9.30601412204446,1.38629436111989,1.38629436111989,1,0,0,0,0,0,2020-06-01
0,0,0,0,"0b49f958-b0ad-11ea-8f96-9df9244cdb7d",2020-08-01,9.76483449512073,9.76483449512073,1.09861228866811,1.09861228866811,1,0,0,0,0,0,2020-06-01
0,0,0,0,"0b49f958-b0ad-11ea-8f96-9df9244cdb7d",2020-09-01,10.1250698857834,10.1250698857834,1.38629436111989,1.38629436111989,1,0,0,0,0,0,2020-06-01
0,0,0,0,"0b49f958-b0ad-11ea-8f96-9df9244cdb7d",2020-10-01,10.2792148423803,10.2792148423803,1.38629436111989,1.38629436111989,1,0,0,0,0,0,2020-06-01
0,0,0,0,"0b49f958-b0ad-11ea-8f96-9df9244cdb7d",2020-11-01,9.2985343827121,9.2985343827121,1.09861228866811,1.09861228866811,1,0,0,0,0,0,2020-06-01
0,0,0,0,"0b49f958-b0ad-11ea-8f96-9df9244cdb7d",2020-12-01,10.7778097995878,10.7778097995878,1.6094379124341,1.6094379124341,1,0,0,0,0,0,2020-06-01
0,0,0,0,"0b49f958-b0ad-11ea-8f96-9df9244cdb7d",2021-01-01,11.7724558716993,11.0126255840339,2.56494935746154,2.56494935746154,1,0,0,0,0,0,2020-06-01
0,0,0,0,"0b49f958-b0ad-11ea-8f96-9df9244cdb7d",2021-02-01,11.1776994115401,10.975300594551,1.79175946922805,1.79175946922805,1,0,0,0,0,0,2020-06-01
0,0,0,0,"0b49f958-b0ad-11ea-8f96-9df9244cdb7d",2021-03-01,10.8273302960492,10.8273302960492,1.6094379124341,1.6094379124341,1,0,0,0,0,0,2020-06-01
0,0,0,0,"0b503670-7ec0-11ea-b2bd-16fb82ff38c3",2020-04-01,7.85748078694253,7.85748078694253,1.09861228866811,1.09861228866811,1,1,0,0,0,0,2020-04-01
0,0,0,0,"0b503670-7ec0-11ea-b2bd-16fb82ff38c3",2020-05-01,0,0,0,0,0,1,0,0,0,0,2020-04-01
0,0,0,0,"0b503670-7ec0-11ea-b2bd-16fb82ff38c3",2020-06-01,0,0,0,0,0,1,0,0,0,0,2020-04-01
0,0,0,0,"0b503670-7ec0-11ea-b2bd-16fb82ff38c3",2020-07-01,7.13009851012558,7.13009851012558,0.693147180559945,0.693147180559945,1,1,0,0,0,0,2020-04-01
0,0,0,0,"0b503670-7ec0-11ea-b2bd-16fb82ff38c3",2020-08-01,7.96831950001272,7.96831950001272,1.09861228866811,1.09861228866811,1,1,0,0,0,0,2020-04-01
0,0,0,0,"0b503670-7ec0-11ea-b2bd-16fb82ff38c3",2020-09-01,7.37211802833779,7.37211802833779,0.693147180559945,0.693147180559945,1,1,0,0,0,0,2020-04-01
1,0,0,0,"0b503670-7ec0-11ea-b2bd-16fb82ff38c3",2020-10-01,7.90137735379262,7.90137735379262,0.693147180559945,0.693147180559945,1,1,0,0,0,0,2020-04-01
1,0,0,0,"0b503670-7ec0-11ea-b2bd-16fb82ff38c3",2020-11-01,0,0,0,0,0,1,0,0,0,0,2020-04-01
1,0,0,0,"0b503670-7ec0-11ea-b2bd-16fb82ff38c3",2020-12-01,8.55660619377307,8.55660619377307,0.693147180559945,0.693147180559945,1,1,0,0,0,0,2020-04-01
1,0,0,0,"0b503670-7ec0-11ea-b2bd-16fb82ff38c3",2021-01-01,0,0,0,0,0,1,0,0,0,0,2020-04-01
